17,1,1964,0.5,28.3,21.64,17.3,76.75
18,1,1964,11.2,27.4,22.3,18.5,78
19,1,1964,38.2,24.1,19.9,17.8,82
20,1,1964,10.4,21.2,19.56,17.8,79.5
21,1,1964,0,24.6,20.46,17.7,74.5
22,1,1964,0.1,21.8,19.34,17.5,84.75
23,1,1964,NaN,20.6,NaN,19.4,NaN
24,1,1964,40.9,23.8,19.14,16.9,87.25
25,1,1964,13.3,20,18.94,17.5,95
26,1,1964,28.6,25.2,19.46,17.7,84.5
27,1,1964,18.1,25.9,20.86,17.8,93.25
28,1,1964,6.3,29.2,23.04,19.2,77.25
29,1,1964,11.8,28.2,23.54,19.5,76.25
30,1,1964,7.8,27.4,22.66,17.5,76.75
31,1,1964,5.6,29.2,24.4,19.6,69.5
1,2,1964,0,28.9,23.26,20.4,84.5
2,2,1964,2.8,28.1,23.96,20,78.75
3,2,1964,3.6,28.2,22.54,18.3,79.5
4,2,1964,25.9,28.8,23.58,20.7,76.75
5,2,1964,0,27.8,21.96,18.4,71.5
6,2,1964,0,28.4,22.88,17.2,65.5
7,2,1964,0,30,24.2,18,64.5
8,2,1964,0,30,25.02,19.7,63.75
9,2,1964,0,26,23.8,21.8,81.75
10,2,1964,9.8,28.2,23.46,20.4,80.5
11,2,1964,0.3,30.2,24.92,21.8,69.5
12,2,1964,4.8,29.4,24.98,21.1,70.5
13,2,1964,0,31.2,24.76,20.8,73.5
14,2,1964,1.2,28.6,23.44,21.2,81.25
15,2,1964,3.5,26,23.12,20.6,84.25
16,2,1964,3.1,26,22.32,20.4,93
17,2,1964,32,29.4,23.32,19.7,74.25
18,2,1964,0,30.6,24.82,19.5,71
19,2,1964,0,29.7,23.28,20.1,81.75
20,2,1964,0,28.7,22.74,20,80.25
21,2,1964,41.2,24,19.8,18.4,91
22,2,1964,60.7,21.2,19.2,17.2,96.5
23,2,1964,46,22.1,19.2,18,97.75
24,2,1964,32.3,26.2,20.84,16.4,82.25
25,2,1964,6.2,27.2,22.14,19.3,81.5
26,2,1964,2.5,27,21.22,19.1,87.5
27,2,1964,13.2,28,22.24,18.4,74.25
28,2,1964,0,27.9,22.98,19,67.75
1,3,1964,0,27.3,22.88,19.2,66.75
2,3,1964,0,26.8,22.36,19.2,69.75
3,3,1964,0,28.1,23.2,18.7,65.25
