1,1,1961,1.5,2.5,NaN,26.7,21.9,17.4,88.75,0.66667
2,1,1961,1.2,1.9,37.3,26.1,20.26,13.7,90.5,1.6667
3,1,1961,1.2,3.5,39.5,27.4,21.78,17.8,92,1.3333
4,1,1961,1.4,0,16,22.6,20.16,17.2,93,4
5,1,1961,0.9,0.4,56.4,23.9,19.96,17.2,92.75,0.33333
6,1,1961,0.6,3.6,24,27.5,21.38,17.1,89.75,1.6667
7,1,1961,1.7,0.8,67.7,25.6,21.26,17.2,89.75,0
8,1,1961,1.1,0.2,0.3,24.8,21.52,17.9,91,1
9,1,1961,0.5,6.2,12.3,28.1,22.04,17.8,87.5,1.3333
10,1,1961,2.4,1.6,20.6,27.2,21.36,17.6,90.5,0
11,1,1961,0.8,3.4,26.1,26.7,20.74,16,90,0
12,1,1961,1.1,0,59.4,20.5,19.22,16.5,91.25,0.66667
13,1,1961,0.5,0,7.6,22.1,19.56,16.3,91.5,0.66667
14,1,1961,1,6,0.4,27.1,20.96,15.3,81,1.3333
15,1,1961,1.9,7.4,5.8,28.6,20.7,14.9,85.5,0.33333
16,1,1961,1.5,4.2,14.8,25.9,20.14,15.1,87,1
17,1,1961,2.1,12.3,0,30.7,23.02,15.7,79,0.66667
18,1,1961,3.6,11.9,0,31.5,23.36,15.7,79.75,0
19,1,1961,3.2,7.2,0,30.2,23.86,15.8,79,0.66667
20,1,1961,2.5,4.6,6.6,28.7,21.76,17.2,87,1.6667
21,1,1961,1.9,7.6,41.6,28.1,21.3,16.7,86.25,0
22,1,1961,2.7,8,0,28.5,21.82,14.7,84.75,1.3333
23,1,1961,2,5.7,0,29.1,22.38,15.9,86,1.3333
24,1,1961,2.3,0.2,61,25.3,21.04,18,92.5,0.33333
25,1,1961,0.6,0,7.7,25.8,21.24,16.3,91.25,1.3333
26,1,1961,1,0,26.5,22.9,20.16,17.5,89.25,3
27,1,1961,0.2,0,86.9,23.9,19.48,16.1,93.5,0.66667
28,1,1961,0.6,0.6,54,24,19.96,15.7,93,1
29,1,1961,0.8,3,8.7,26.8,22.02,17.8,90.75,2
30,1,1961,1.4,3,2.5,26.2,21.46,16.8,91.25,0.33333
31,1,1961,0.9,1.4,5.1,26.8,21.06,16.3,90.5,0.33333
1,2,1961,0.6,10.7,49.4,29.6,23.46,16.1,82.75,0.33333
2,2,1961,3,11.2,0,31.1,24.22,17.4,83.25,2
3,2,1961,3,10.6,0,31.7,24.82,17,79,0
4,2,1961,3,10.6,0,31.4,23.96,18.2,77,1.6667
5,2,1961,3.5,10.3,0,31.5,23.7,17.8,78.75,0.66667
6,2,1961,3.2,11.9,0,32.3,23.6,16.5,79.75,0.66667
7,2,1961,3.8,11.9,0,32.4,23.9,16.3,75,0
8,2,1961,3.8,11.4,0,32.4,24.28,15.5,77,1.3333
9,2,1961,13.8,7.5,0.1,30.4,24.14,19,80.75,0.33333
10,2,1961,2.8,4.3,0,30.1,23.28,18.1,87.5,1
11,2,1961,2.4,3.5,2.1,30.1,22.64,17.8,90.5,1.6667
12,2,1961,1.4,2.1,56.2,27.4,21.44,17.2,93,0
13,2,1961,0.8,2.6,48.9,27,21.02,17.5,89.5,1
14,2,1961,1.4,1.3,46.8,26,20.46,17.1,92,2.6667
15,2,1961,0.6,0,69.6,21.4,18.6,15.5,90.75,0.66667
16,2,1961,0.5,6.5,4,28.4,21.96,16.1,81,0.66667
17,2,1961,2,6.4,0,28.4,21.16,15.3,77.5,0.33333
18,2,1961,2.9,8.3,0,28.8,21.74,15.1,78.75,1.3333
19,2,1961,3.1,4.8,0,28.9,22.66,17.1,80,0.33333
20,2,1961,2.2,1.7,12.6,24.6,20.8,17.1,90,0
21,2,1961,0.9,2.2,18.2,27,21.66,16.8,88.25,0
22,2,1961,1.4,6.4,0,27.4,21.88,15.5,84.25,0.33333
23,2,1961,1.9,6,0,29.1,22.88,16.3,80,0.33333
24,2,1961,2.7,5.2,0,29.4,23.16,18.2,83.25,0.33333
25,2,1961,2.4,6.7,0,29.8,23.22,16.5,80.25,1
26,2,1961,2.8,4,0.5,29.6,21.58,16.5,86,1
27,2,1961,1.8,10.6,0,30.2,22.38,14.3,80.5,0.33333
28,2,1961,2.6,6.8,0,31,23.48,15.5,85.25,0
1,3,1961,2.2,4.5,0.1,29.5,22.08,16.1,89.25,1.6667
2,3,1961,1.3,4.2,10.9,29.7,22.76,17,86,0
3,3,1961,1.7,5.4,8.2,29.6,23.1,16.3,84.25,0
