1,1,1961,1.4,1.1,NaN,27.1,21.92,18.1,88.75,1.6667
2,1,1961,1.3,0.5,14.7,25.7,21.44,19.7,91,2.6667
3,1,1961,1.2,2.8,25.3,26.5,21.88,19.9,90.5,3.6667
4,1,1961,1.2,0,10.8,26.5,21.86,19.9,98,1.3333
5,1,1961,0.5,0,67.7,24.1,21,19.5,92.5,0.66667
6,1,1961,1,4.8,16.2,26.8,21.52,19.3,89.75,2
7,1,1961,2,3.3,16.9,27.7,22.34,20.2,92.75,0.33333
8,1,1961,0.9,0,1.8,24,21.82,20.3,93.5,0.33333
9,1,1961,0.6,5.4,10.4,28.7,22.64,19.6,88.25,2
10,1,1961,1.7,4.3,1.4,26.1,22.62,20.8,94,0.66667
11,1,1961,1.7,0,55.9,26.7,21.72,18.6,91,2
12,1,1961,0.4,1.4,10.3,21.6,19.92,19.2,93.25,1.3333
13,1,1961,0.6,0.7,11.8,23.3,20.06,17.3,93,1
14,1,1961,1.1,6.2,0,28.2,21.54,17.2,86.25,2.3333
15,1,1961,1.6,7.2,14.5,29.4,21.22,16.7,82.5,0.66667
16,1,1961,1.7,4.2,7.6,27,20,15.2,91.5,0.33333
17,1,1961,1.1,11.1,17.6,31,22.04,15.8,80.25,2
18,1,1961,2.6,9.4,0,31.7,22.64,15.7,80,0.66667
19,1,1961,2.9,3.2,0,28.5,22.72,17.3,84.75,2
20,1,1961,1.8,5.3,0.6,30.5,22.3,18.9,84.5,0.66667
21,1,1961,2,7.2,25.8,29,23.1,19.3,81.25,0.33333
22,1,1961,2,6,0,29,21.62,16.3,84.25,0.66667
23,1,1961,2,5,0,30,22.76,16.8,83.25,2.6667
24,1,1961,2,2.8,16.2,28.3,22.04,19.1,89,1.6667
25,1,1961,1,0.7,10,25.3,21.4,19.1,94.25,0.66667
26,1,1961,0.8,0,57.6,24.6,20.44,18.9,96.25,2
27,1,1961,0.5,0,59.1,22.1,19.36,18,92.75,3
28,1,1961,0.6,1.2,17.5,25.2,20.74,17.7,93,1
29,1,1961,0.8,2.9,11.5,26.2,22.14,20.3,92,2
30,1,1961,0.5,3.7,7.6,27,22.04,18.2,89,0.66667
31,1,1961,2,0.9,0.4,28.6,22.18,19.7,88.75,0
1,2,1961,1.3,8.3,10.6,31.3,23.5,18,80.25,1
2,2,1961,2.2,NaN,0,30.7,23.42,17.6,75.75,1.6667
3,2,1961,2.1,8.6,1.9,31.7,23.06,17.2,81,0.66667
4,2,1961,2.4,7.6,18.1,30.3,23.3,17.5,79,1.3333
5,2,1961,2.4,9.3,0,31.4,23.58,18.7,78.25,1.3333
6,2,1961,2.5,10.3,0,31.8,22.82,16.5,79.5,0.66667
7,2,1961,2.6,10.2,0,32.5,23.5,16.5,78,0.66667
8,2,1961,3.4,8.6,0,32.4,24.94,18.3,71.25,0.33333
9,2,1961,2.7,9.6,6.8,30.9,23.16,19.3,82.5,1.3333
10,2,1961,1.9,5.2,13.2,30.1,22.9,17.5,91.75,0.66667
11,2,1961,1.4,5.1,7.2,29,22.48,19.3,90.5,1
12,2,1961,0.8,1.2,13.8,26.4,21.44,19.4,93.5,0.33333
13,2,1961,0.6,1.8,44.6,26.3,21.52,19.3,94.25,0.66667
14,2,1961,1,1.5,19.3,26.4,19.8,17,96,1.6667
15,2,1961,0.7,0,53,20.2,18.52,17,97.75,0.66667
16,2,1961,0.4,4.8,9,27.6,21.4,16.8,87.25,1.3333
17,2,1961,1.3,4.4,0,27.6,21.18,17.7,83.25,0
18,2,1961,2.8,5.3,0,27.6,21.54,16.5,76.25,1
19,2,1961,2.1,1,0,27,21.78,18.5,85.25,0.33333
20,2,1961,1.9,1.6,8.1,24.5,20.58,17.6,92.5,0
21,2,1961,0.7,2.7,3.9,27.1,21.04,18,91,0
22,2,1961,0.9,6.9,10.5,27.3,21.7,16.7,84,0.33333
23,2,1961,1.9,4.1,0,27.2,22.48,17.8,80.75,0.33333
24,2,1961,2.1,5.2,0,30.5,22.68,19.3,84.75,0.66667
25,2,1961,2.7,3.8,0,29.9,22.18,17.2,88.25,0.33333
26,2,1961,1.7,4.4,0,29,22.02,17.7,86.75,0.33333
27,2,1961,1.8,9.9,0,29.8,22.3,15.9,83.5,1.3333
28,2,1961,2.7,6,0,30.1,23.12,17.1,84.5,0
1,3,1961,2.8,4.9,0,29.3,22.4,17.5,84.5,1.3333
2,3,1961,1.7,1.2,1.4,27.8,22.2,18.5,87,0.33333
3,3,1961,1.5,6.6,0,29.8,23.28,17.8,80.5,1.3333
4,3,1961,1.9,9.5,0,29,22.8,18.2,84.5,0.66667
5,3,1961,2.2,6.3,0,30.1,23.6,20,87.5,1.6667
6,3,1961,2.2,2.9,28.7,28.7,22.28,19.1,87.5,1
7,3,1961,1.4,0.9,1.3,28,21.5,18.1,90,1.6667
8,3,1961,0.9,0.3,18.5,25.6,21.46,18.8,93.75,0.66667
9,3,1961,1,8,0.2,30.1,23.38,19.8,85,0.66667
10,3,1961,2,6.6,0,31.3,23.84,19.5,85.75,0.66667
11,3,1961,2.1,7,0,30.1,23.98,20.6,84.25,0.66667
12,3,1961,2,8.2,0,31.5,24.74,19.3,69.75,0.66667
13,3,1961,2.7,8.2,0,30.7,24.22,19.2,80.5,2
14,3,1961,2.3,7.4,0,30.7,24.66,19.2,77,1.6667
15,3,1961,2.3,6.9,8,30,24.02,20.5,85.5,1
