1,1,1961,1.9,1.9,NaN,25.4,21.64,18.4,90.25,0.33333
2,1,1961,1.1,1.7,39,24.7,21,19.1,92.75,1.3333
3,1,1961,1.2,0,36.8,25.4,21.64,19.3,92.75,2.6667
4,1,1961,0.9,3.4,21.7,23.4,20.84,19.5,96.75,2.3333
5,1,1961,0.5,0,64.2,23.5,20.56,19.2,92,1.6667
6,1,1961,1.1,0.7,10.7,27.1,21.62,19.1,87.25,1.6667
7,1,1961,1.9,3.8,8,27.5,22.3,19.3,88.5,0.66667
8,1,1961,1.1,0,4.7,24.8,21.54,19.9,95,0
9,1,1961,0.6,3.4,17.6,27.9,23.04,19.1,82.75,2
10,1,1961,1.8,1.2,15.1,25.8,21.68,19.4,89.75,0.66667
11,1,1961,1,5.2,56,26.4,21.12,17.9,91.5,3
12,1,1961,1.6,0,11.1,20.7,19.28,18.7,92.75,1
13,1,1961,0.6,0.4,10.4,23.5,19.94,18,90,1.3333
14,1,1961,1.4,5.3,13.4,26.9,21.46,16.6,80.5,5.3333
15,1,1961,1.7,4.9,9.6,25,20.6,16.4,81.75,3.3333
16,1,1961,1.7,4.9,1.4,25.9,20.2,16.8,84.5,2.6667
17,1,1961,1.7,11.4,14.4,30.5,23.16,16.5,66.5,3
18,1,1961,3.5,10.2,0,31.1,23.16,16.1,72.25,1.6667
19,1,1961,3.3,2.1,0,26,NaN,18.7,NaN,1
20,1,1961,1.9,4.3,NaN,29.3,22.54,18.4,79,2
21,1,1961,2.6,5.9,65.1,28.1,21.6,17.6,79,3
22,1,1961,2.4,4.1,0,26.8,21,15.8,85,2
23,1,1961,1.4,3.4,2.1,28.8,22.78,17,80.75,1.3333
24,1,1961,2,0.2,4.4,25.2,21.44,19.8,87.5,2.3333
25,1,1961,0.9,1,11.7,26,21.08,17.1,90.75,2.3333
26,1,1961,1.2,0,45,22.2,20.02,18.9,95.25,2
27,1,1961,0.4,0,81.8,22.8,19.6,17.6,88.5,1.3333
28,1,1961,1.2,0,13.4,23.5,20.38,17.6,93.5,1.6667
29,1,1961,0.9,2,17.8,26.4,21.26,18.9,88.5,1.4667
30,1,1961,1.2,2.8,17.4,26.3,21.58,17.6,87.75,1.3333
31,1,1961,1.3,3,1.5,28.2,21.94,19.5,87,1.6667
1,2,1961,1.3,8.9,32.3,29.6,22.82,18.7,80.5,0.66667
2,2,1961,2.5,8,5.7,30.5,22.78,17.6,76.5,2
3,2,1961,2.7,7.2,0,30.7,23.38,17.6,76,0.66667
4,2,1961,3.1,6,0,29.4,23.02,18,74.75,2
5,2,1961,3.2,8.9,0,29.6,24.14,20.1,67.5,1.3333
6,2,1961,3.2,10.9,0,31.9,22.9,16.1,72.75,1.6667
7,2,1961,3.4,9.4,0,32,23.72,16.8,68.25,1.6667
8,2,1961,4.2,9.2,0,31.7,23.88,16.4,68.75,0.66667
9,2,1961,3.7,5.8,0.8,28.8,22.58,18.7,84.75,1.3333
10,2,1961,1.8,6.3,4,28.2,22.8,17.6,81,3.6667
11,2,1961,1.9,4.5,8.1,27.8,22.24,18.7,84,1.3333
12,2,1961,1.7,2.2,50.9,27.6,22,19.1,91,1.3333
13,2,1961,0.9,2.9,32.8,26.5,21.2,19.1,87.5,1.3333
14,2,1961,1.3,0.1,19.7,23.4,20,18.2,90.5,1.3333
15,2,1961,0.7,0,135.2,20.8,18.78,17.9,93.5,0
16,2,1961,0.6,5.9,3.3,27.2,21.12,17.4,81,1.6667
17,2,1961,2.4,4,0,26.2,21.86,17.7,68,2.6667
18,2,1961,3.7,5.1,0,27.3,21.36,16.6,76.25,1.3333
19,2,1961,3,4.5,0,28.4,22.44,18.2,74,1.6667
20,2,1961,2.4,3.2,19.5,27.1,21.6,18.2,88,1.3333
21,2,1961,0.2,0.4,8.5,27.1,21.32,18,86.75,0.66667
22,2,1961,2.1,6.8,0.3,27.6,21.84,16.8,81.25,2
23,2,1961,2.3,3.4,0,27.4,22.24,19,84.75,0.66667
24,2,1961,1.8,3.7,3.7,27.7,22.24,18.7,83.75,0.66667
25,2,1961,1.8,4,0,28.7,22.14,17,82.5,1
26,2,1961,1.8,4.6,1,29.4,21.56,17.3,86.25,1.6667
27,2,1961,2.3,9.5,0,29.4,22.28,16.1,80.75,2
28,2,1961,2.7,5.8,0,29.2,22.62,17.4,80.5,1.3333
1,3,1961,2.1,4.7,0,29.3,22.54,17.3,81.5,1.3333
2,3,1961,1.6,1.8,7.7,26,21.82,18.4,88.25,3.6667
3,3,1961,1.1,7.4,2.1,29.3,23.5,18.3,73.25,3
4,3,1961,2.6,9.2,0,29.3,22.72,17.5,80,2
5,3,1961,2.5,7,18,29.6,23.7,19.5,77.75,1.3333
6,3,1961,2.5,6,16.2,28,22.68,18,85.25,2
7,3,1961,1.7,2.4,2.6,27.2,21.68,19,84,2
8,3,1961,1.5,0.7,31.8,27.4,21.24,17.2,89.25,0.66667
9,3,1961,1,6.9,2.3,29.6,23.12,18.6,81.75,2.3333
10,3,1961,1.8,7.1,0,30.7,24.12,20.2,78.5,2.3333
11,3,1961,2.3,5,0,29.4,23.58,19.3,75.25,1.3333
12,3,1961,2.1,5.9,0,30.8,24.52,19.7,78.5,1
13,3,1961,2.7,7.7,12.2,29.2,23.64,20.1,79,2
14,3,1961,1.9,7.7,0,29.3,23.8,18.7,77.5,2
15,3,1961,2.5,5.8,0,29.4,23.38,18.6,79.25,2.6667
16,3,1961,2.2,9.5,5.7,29.1,23.08,19,79.25,2.3333
17,3,1961,2.4,8.4,0,30.6,23.9,18.5,76.5,2.6667
18,3,1961,2.8,4.7,0,28.4,22.9,18.3,84.5,1.3333
19,3,1961,1.4,3.1,27.3,28.2,22.16,18.8,91,0.66667
20,3,1961,1,10.1,6.9,29.1,22.26,16.3,80.25,2.3333
21,3,1961,2.4,7.7,0,29,22.02,16.3,77.25,2.3333
22,3,1961,2.5,9.4,0,28.9,21.56,15.5,76.5,2.3333
23,3,1961,2.6,9.6,0,28.1,21.7,15.2,68.75,3
24,3,1961,3.1,9.5,0,27.4,19.76,13.7,79,3.3333
25,3,1961,2.2,9.8,0,27.8,20.58,15.4,78,2
26,3,1961,2.9,7.4,0,28.2,21.44,16,77,3
27,3,1961,2.5,9.6,0.9,27.1,21.84,17.8,67,3.6667
28,3,1961,4.1,8.8,0,24.8,19.48,16.9,68.5,3.6667
29,3,1961,3.5,8.3,0,23.2,17.3,12.2,63,3.6667
30,3,1961,3.7,9.5,0,25.3,18.64,13.2,57.5,3
