1,7,1961,2.3,1.9,2.3,2.4,8.8,6.7,9.3,8.1,0,0,0,0,24,24.5,23.8,24.2,18.08,15.66,15.36,16.7,15,7.6,8.3,10.2,65.5,82.5,77.5,74.25,3.5,0.66667,1.6667,3
2,7,1961,2.8,1.9,2.4,3,9,8.7,8.9,10.1,0,0,0,0,23.6,25,23.1,24.8,18.56,16.2,16.82,17.14,13.2,8.2,8.7,10.5,62.25,76.75,72,76,3.6667,1,3,1.6667
3,7,1961,2.5,2.4,2.9,2.8,8.8,8.1,8.5,8.9,0,0,0,0,25,26.3,24.2,25.5,18.18,16.98,15.84,17.34,12.7,9,10.2,9.4,66,77.5,74.5,72.75,1.3333,0.66667,2.3333,1.3333
4,7,1961,2.9,2.8,2.6,3,1,7.9,9.1,8.9,0,0,0,0,24.6,24.8,24.6,25.6,18.68,16.9,16.5,17.94,13.8,10.5,9.2,12.1,59.75,79.75,67.75,73.5,2.2,2.3333,2,1.6667
5,7,1961,3.2,2.6,3.3,3.9,8.7,9.3,8.1,1,0,0,0,0,23.4,26.1,24,26.2,18.16,17.56,17.6,18.4,13.4,8.9,10.4,10.5,70,74,71.25,73,4.8333,0.66667,1.6667,3
6,7,1961,2.6,2.9,2.9,3.5,10.5,8.9,8.7,10.2,0,0,0,0,25.2,26.7,25,26.6,18.44,15.98,16.86,17.82,14.4,8.8,12.7,10.4,66.5,79.5,76,72,2.7333,0.66667,1.3333,1.6667
7,7,1961,2.4,2.1,2.4,3,9.9,8.6,8.7,9.3,0,NaN,0,0,27.2,27.1,26.5,27.8,18.52,15.74,16.62,17.4,12,7,8.1,7.8,58,77,70.75,67.5,1,0.33333,0.33333,1.3333
8,7,1961,3.3,2.5,2.8,3.5,10.1,8.7,8.9,10.2,0,0,0,0,25.6,27,26.2,27.8,19.24,15.9,16.54,17.96,13.6,8.7,9.8,9.9,56.25,77.5,75,68,1.5,0.66667,1,1.3333
9,7,1961,5.1,3.1,3.2,5,8.6,7.6,8.1,7.4,0,0,0,0,25.5,26.4,25,26,18.9,15.72,15.28,17.46,15,8.4,9.5,9,60.75,78,80.5,71,2.3333,0.66667,0.66667,1.3333
10,7,1961,3.1,2.3,2.2,2.7,4.9,4,4.1,4.7,0,0,NaN,0,23.4,24,22.2,22.9,16.56,14.6,13.82,16.64,13,8.2,7.2,11.1,74.25,87,90,81.25,3.1667,0.66667,1,2
