2001, 11, 22, '19.395833', '25.9', '19.2', '2.479167', ''
2001, 11, 23, '19.454167', '26.5', '20.9', '3.570833', ''
2001, 11, 24, '17.304167', '24.8', '19.9', '6.141667', ''
2001, 11, 25, '10.916667', '21.1', '15.8', '3.595833', ''
2001, 11, 26, '16.820833', '21.5', '18.2', '4.433333', ''
2001, 11, 27, '15.279167', '23.5', '19', '4.6875', ''
2001, 11, 28, '11.270833', '21.4', '11.3', '2.029167', ''
2001, 11, 29, '12.258333', '22.1', '13.4', '1.8', ''
2001, 11, 30, '14.441667', '21.2', '18.3', '2.558333', ''
2001, 12, 1, '14.716667', '23.5', '15.5', '2.875', ''
2001, 12, 2, '14.166667', '23.1', '16', '3.420833', ''
2001, 12, 3, '12.5', '20.9', '12.8', '2.333333', ''
2001, 12, 4, '16.704167', '22.1', '17.9', '3.954167', ''
2001, 12, 5, '18.225', '21.2', '19', '5.720833', ''
2001, 12, 6, '17.941667', '25', '17.7', '2.541667', ''
2001, 12, 7, '17.529167', '25.6', '17.4', '2.770833', ''
2001, 12, 8, '13.629167', '21.9', '16.8', '5.066667', ''
2001, 12, 9, '7.65', '19.4', '10.4', '3.479167', ''
2001, 12, 10, '10.254167', '21.5', '11.8', '2.483333', ''
2001, 12, 11, '17.929167', '24.2', '19.1', '4.604167', ''
2001, 12, 12, '20.216667', '28.2', '21', '3.2125', ''
2001, 12, 13, '20.475', '26', '21.9', '2.858333', ''
2001, 12, 14, '17.366667', '24.5', '20.6', '2.808333', ''
2001, 12, 15, '16.05', '24.1', '18', '4.075', ''
2001, 12, 16, '17.029167', '24.2', '18.4', '6.354167', ''
2001, 12, 17, '14.965217', '25.3', '17.2', '5.334783', ''
2001, 12, 18, '14.945833', '23.8', '15.1', '3.629167', ''
2001, 12, 19, '17.283333', '27.7', '17.9', '2.741667', ''
2001, 12, 20, '19.625', '26.6', '20.9', '3.470833', ''
2001, 12, 21, '18.204167', '27.1', '19.5', '3.295833', ''
2001, 12, 22, '16.195833', '23.2', '18.3', '4.704348', ''
2001, 12, 23, '11.554167', '23.6', '14.4', '2.916667', ''
2001, 12, 24, '14.758333', '24.9', '16.2', '3.279167', ''
2001, 12, 25, '14.6', '25.7', '19.4', '5.508333', ''
2001, 12, 26, '15.975', '27.1', '19.8', '5.6625', ''
2001, 12, 27, '17.875', '29.2', '20.1', '3.933333', ''
2001, 12, 28, '20.0125', '26.3', '21.5', '3.825', ''
2001, 12, 29, '20', '26.3', '21.7', '2.604167', ''
2001, 12, 30, '19.841667', '26.3', '21.2', '3.283333', ''
2001, 12, 31, '20.133333', '27.1', '21.8', '4.916667', ''
2002, 1, 1, '19.729167', '30.1', '22.2', '3.008333', ''
2002, 1, 2, '18.9125', '26.8', '19.9', '4.45', ''
2002, 1, 3, '18.35', '26.3', '18.4', '3.870833', ''
2002, 1, 4, '18.129167', '26.4', '18', '3.0375', ''
2002, 1, 5, '18.975', '23.8', '20', '4.633333', ''
2002, 1, 6, '19.108333', '26.9', '18.7', '3.675', ''
2002, 1, 7, '18.0125', '26.3', '18.2', '4.045833', ''
2002, 1, 8, '18.979167', '26.1', '19.4', '2.5375', ''
