'2013';'1';'26';'0';'30.2';'22.6';'0';'31.2';'24.2';'0';'33.2';'23.8';'6.4';'32.2';'23.8';
'2013';'1';'27';'2';'29.8';'22.9';'0';'32.4';'24.3';'15';'30.6';'23.7';'25.6';'29.1';'23.6';
'2013';'1';'28';'2.1';'30.6';'22.4';'1';'30.6';'24.2';'4.4';'30.5';'23.8';'9.8';'31.2';'24';
'2013';'1';'29';'20.6';'28.3';'21.5';'.4';'28.8';'23.8';'14.2';'29';'23.6';'93.8';'27.6';'23';
'2013';'1';'30';'50.4';'30.9';'21.9';'0';'31.6';'23.2';'2.4';'31.1';'22.7';'47';'30.8';'23';
'2013';'1';'31';'0';'31';'22.8';'.4';'32.6';'23.6';'1.8';'33.2';'23.5';'2.2';'29';'25.1';
'2013';'2';'1';'0';'30.6';'22.5';'0';'32';'23.8';'1.6';'32.2';'23.7';'13.8';'30.4';'24.6';
'2013';'2';'2';'8.8';'29.7';'21.7';'0';'28.6';'24.2';'4.8';'30.6';'22.7';'4.6';'30';'23.6';
'2013';'2';'3';'1.3';'27.8';'22.3';'0';'27.6';'23.2';'0';'31.3';'23.7';'1.8';'31.9';'24.3';
'2013';'2';'4';'18';'31';'21.8';'2';'31.7';'23';'11.2';'32.6';'22.1';'.8';'32.3';'23.6';
'2013';'2';'5';'1.4';'30.5';'21.7';'21.4';'30.8';'23.8';'51.2';'30.7';'22.7';'0';'31.7';'24.4';
'2013';'2';'6';'7.6';'31.7';'22';'0';'32';'23.8';'6.8';'31.7';'23.6';'0';'29.7';'25.4';
'2013';'2';'7';'40';'26.7';'21.4';'5.4';'27.3';'21.6';'72';'26.3';'22.4';'1.2';'29.2';'23.6';
'2013';'2';'8';'8.8';'28.4';'21.7';'29.2';'29.7';'21.4';'5.2';'30.6';'21.4';'3.8';'30.4';'23.7';
'2013';'2';'9';'1.4';'31.3';'21.9';'.2';'30.6';'22';'0';'32';'23.2';'0';'32.5';'24.5';
'2013';'2';'10';'0';'29.9';'21.8';'.8';'27.4';'22.2';'12.2';'30.3';'21.9';'0';'29.8';'25.5';
'2013';'2';'11';'2.1';'29.2';'22.4';'9.2';'30.4';'22.2';'7.8';'27.5';'22.2';'11.8';'27.3';'23.4';
'2013';'2';'12';'14.8';'26.4';'21';'32';'27.6';'21.6';'34.6';'24.8';'21.5';'15';'25.5';'22.9';
'2013';'2';'13';'8.8';'29.9';'21.5';'12.4';'29.4';'21.2';'37.2';'29.3';'21.2';'44.6';'29.3';'22.4';
'2013';'2';'14';'1.4';'30.7';'21.4';'0';'30.7';'23';'11.2';'30.7';'21.7';'7';'31.5';'23.3';
'2013';'2';'15';'0';'30.5';'21.6';'10.8';'31';'23.2';'.2';'31.2';'21.9';'0';'29.7';'24.2';
'2013';'2';'16';'0';'28.4';'22.3';'0';'28.6';'23.2';'.8';'30.2';'22.9';'6.4';'30.9';'23';
'2013';'2';'17';'2.8';'30.7';'21.6';'0';'31.1';'21.6';'1.2';'31.7';'21.2';'1';'31.4';'23.3';
'2013';'2';'18';'0';'30.7';'22.2';'1.6';'29.2';'22.4';'1';'30.8';'22.3';'0';'31.7';'24.3';
'2013';'2';'19';'2.4';'31.2';'21.5';'.2';'31.2';'21.8';'13.4';'31.6';'22.3';'.2';'31.4';'25.1';
'2013';'2';'20';'0';'31.9';'22.8';'0';'31.6';'22.9';'0';'31.9';'22.2';'0';'31.7';'24.4';
'2013';'2';'21';'23.3';'30.6';'21.9';'0';'31.4';'23';'21.6';'31.4';'23.3';'.4';'30.8';'24.4';
'2013';'2';'22';'10.2';'30.3';'21.4';'7';'30.8';'23.8';'23.4';'30';'22.8';'.6';'28.9';'25.1';
'2013';'2';'23';'0';'31.4';'22.2';'0';'32';'23.4';'5.4';'31.8';'23.6';'4.2';'31.5';'24.1';
'2013';'2';'24';'0';'32';'22.5';'1.8';'32';'23.8';'.2';'30.1';'24.2';'.2';'27.9';'25.7';
'2013';'2';'25';'9';'30.5';'22.4';'.8';'31';'24';'8.4';'31';'23.3';'44.4';'30.4';'22.3';
'2013';'2';'26';'14.4';'30.7';'21.8';'10.5';'31.5';'22.9';'0';'32.1';'23.6';'0';'32.2';'25.2';
'2013';'2';'27';'0';'31.4';'21.6';'0';'31.8';'24.4';'0';'32.4';'23.8';'3.4';'31.8';'24.5';
'2013';'2';'28';'5.6';'29.6';'22.8';'.2';'31.4';'22.8';'1';'30.9';'22.1';'1.6';'30.9';'25.9';
'2013';'3';'1';'7.1';'30.7';'21.8';'.8';'31.6';'23.6';'19.2';'31.8';'23';'3';'30.5';'24.5';
'2013';'3';'2';'13.5';'31.3';'21.9';'1.4';'31.2';'23.6';'7.2';'31.8';'22.8';'12';'30.6';'22.5';
'2013';'3';'3';'36.2';'29.3';'22.2';'8.6';'29.2';'22.4';'20';'30.9';'22.7';'20.2';'28.2';'23.4';
'2013';'3';'4';'9.6';'30.4';'22.3';'3.6';'31.3';'23.8';'16.8';'31.5';'23.3';'21.4';'27.9';'23.3';
'2013';'3';'5';'2.9';'30.7';'22';'0';'31.6';'23.6';'.6';'31.1';'22.8';'2';'30.2';'22.8';
'2013';'3';'6';'0';'31.3';'22.3';'0';'32';'24.6';'10.4';'31.8';'23.3';'.4';'30.4';'24.5';
'2013';'3';'7';'15.7';'31';'22.4';'0';'31';'24';'21.6';'29.9';'22.6';'2';'28.7';'22.5';
'2013';'3';'8';'2.8';'30';'22.9';'.2';'31.4';'24';'1.8';'30.1';'22.5';'1.2';'30.3';'22.8';
'2013';'3';'9';'.6';'30.6';'22.4';'0';'31';'23.4';'0';'31.6';'22.8';'.2';'30.9';'25.1';
'2013';'3';'10';'2.8';'32.1';'22';'0';'32';'24';'2.8';'32.4';'23.5';'0';'31.7';'24.3';
'2013';'3';'11';'0';'30.6';'22.8';'0';'32';'23.6';'9.4';'32.3';'22.3';'0';'31.1';'24.5';
'2013';'3';'12';'0';'32.2';'22.7';'0';'32.4';'24';'0';'32.5';'23.3';'.2';'31.8';'25.4';
'2013';'3';'13';'0';'32.5';'22.9';'0';'32.7';'24.1';'1.8';'33';'24.3';'0';'32.1';'25.6';
'2013';'3';'14';'1.8';'30.5';'23';'.4';'31.6';'24.4';'4';'31.1';'24.2';'0';'31.4';'25.9';
'2013';'3';'15';'0';'30.2';'22.8';'0';'32';'24.8';'.2';'29.5';'24.2';'1.8';'30.4';'23';
'2013';'3';'16';'2.6';'31.3';'22.7';'1.6';'32';'23.8';'18.2';'31.6';'23.9';'.2';'30.9';'24';
'2013';'3';'17';'1.6';'31.2';'22.5';'27.7';'31.4';'23.4';'1.8';'31.6';'23.7';'.2';'31.4';'24.6';
'2013';'3';'18';'7.9';'28.6';'21.9';'1';'29.6';'24';'28.8';'29.3';'23.4';'3';'28.8';'23.2';
'2013';'3';'19';'95.4';'28.7';'21.3';'30.2';'27.4';'22.9';'6.6';'27';'23';'2';'26.1';'23.9';
'2013';'3';'20';'6.4';'28.9';'22.5';'11.9';'29';'22.6';'.8';'31.3';'23.6';'2.4';'27.6';'23.6';
'2013';'3';'21';'12.8';'30.4';'22.1';'.4';'31.2';'23.4';'1.8';'28.5';'23.2';'.4';'31.4';'24';
'2013';'3';'22';'15';'30.1';'22.9';'1.2';'31.5';'23.7';'.8';'31.4';'23.4';'0';'31.9';'24.5';
'2013';'3';'23';'2.9';'28.5';'22.4';'1';'30.2';'24';'13.2';'30.4';'22.6';'0';'29.9';'24.7';
'2013';'3';'24';'31.9';'26.6';'21.8';'2.8';'29.8';'23.2';'56.2';'25.1';'22.8';'6.6';'25.4';'22.7';
'2013';'3';'25';'91.8';'29.9';'22.1';'21.4';'29.6';'23.1';'10.8';'31.7';'22';'2.2';'30.7';'23';
'2013';'3';'26';'1.5';'30.4';'22.4';'23.5';'31.3';'24';'0';'31.4';'23.2';'0';'31.5';'24.4';
'2013';'3';'27';'6.6';'30.6';'22.2';'7.2';'30.8';'23.4';'55.2';'31.7';'21.7';'0';'31.6';'24.5';
'2013';'3';'28';'2.4';'31.7';'22.7';'1';'31.6';'24.1';'15.2';'33.3';'23.2';'0';'31.6';'24.7';
'2013';'3';'30';'5.2';'30.7';'22.1';'5.8';'29.8';'22.6';'37.8';'30';'21.9';'3.2';'29.9';'23.4';
'2013';'3';'31';'0';'31.7';'22.5';'0';'30.2';'23.7';'.4';'32.1';'23.8';'0';'31.5';'24.9';
'2013';'6';'2';'0';'30.1';'22.9';'0';'31.6';'24';'0';'32.2';'22.7';'.6';'32.1';'23.7';
'2013';'6';'3';'20';'31.4';'20.9';'.2';'31.6';'23.4';'0';'32.3';'22.5';'.6';'31.3';'22.2';
'2013';'6';'4';'0';'30.5';'22.9';'0';'32';'24';'.2';'32.5';'22.2';'0';'31.7';'23.4';
'2013';'6';'5';'1.2';'28.5';'21.5';'0';'32.3';'24';'0';'32.5';'21.4';'0';'32.1';'23.6';
'2013';'6';'6';'15.3';'29.9';'22.2';'.8';'28.8';'23.2';'0';'31.8';'23.6';'0';'30.6';'24';
'2013';'6';'7';'24.8';'31.3';'21.9';'20.4';'29';'21.4';'4.6';'29.8';'21.9';'.4';'30.4';'23.8';
'2013';'6';'8';'0';'31.1';'22.5';'.4';'31.4';'21.4';'0';'31.8';'23.2';'0';'30.4';'23.5';
'2013';'6';'9';'11.4';'30.3';'22.7';'.2';'31.4';'23';'0';'31.9';'22.7';'1.4';'30.8';'23.2';
'2013';'6';'10';'1';'31.7';'21.8';'0';'32';'23.4';'.2';'32.4';'22';'.2';'31.4';'24.8';
'2013';'6';'11';'0';'30.1';'22.9';'0';'30.8';'23.5';'0';'32.2';'22.5';'0';'33.2';'24.7';
'2013';'6';'17';'0';'31.1';'22.5';'0';'30.6';'23';'0';'31.5';'22.6';'0';'31.7';'25.4';
'2013';'6';'18';'1.6';'30';'22.8';'0';'31';'23.4';'1';'31.4';'23';'0';'31.3';'24.9';
'2013';'6';'19';'4.3';'30.5';'22';'3.4';'31';'22.4';'0';'31.6';'22.7';'0';'30.2';'24.1';
'2013';'6';'20';'0';'30.7';'22.5';'.2';'31.8';'23.6';'0';'32.7';'22.3';'.6';'32.3';'24.2';
'2013';'6';'21';'2.4';'31.4';'22.7';'0';'31.2';'23.4';'.2';'33.1';'22.5';'.8';'31.7';'24.8';
'2013';'6';'22';'0';'30.7';'22.1';'0';'30.5';'23.2';'13.8';'31.2';'22.8';'0';'31.4';'24.5';
'2013';'6';'23';'0';'31.6';'22.5';'1.4';'31.2';'23.1';'4.8';'31.7';'23.8';'0';'31.9';'25.7';
'2013';'6';'24';'0';'31.9';'22.7';'0';'31.8';'23';'0';'32.5';'23.2';'0';'31.5';'25.9';
'2013';'6';'25';'0';'31.8';'22.5';'0';'31.2';'23.4';'0';'32.8';'23.4';'0';'31.4';'25.9';
'2013';'6';'26';'0';'31.1';'22.9';'0';'32.3';'24.3';'.2';'32.9';'23.2';'0';'32.6';'24.5';
'2013';'6';'27';'0';'33';'22';'0';'32.6';'24';'0';'33.2';'23.2';'0';'32.2';'24.7';
'2013';'6';'28';'0';'33.3';'22.2';'0';'31.2';'23.6';'0';'33';'22.3';'0';'32.2';'26.6';
'2013';'6';'29';'2.6';'29.7';'22.5';'.8';'31.6';'24.1';'0';'31.8';'22.4';'2.2';'31.6';'25.8';
'2013';'6';'30';'3.4';'29';'22';'10.4';'29';'22.8';'17.6';'28.1';'22.2';'4.8';'28.1';'23.7';
'2013';'7';'1';'23.7';'30.5';'22';'14.4';'30.2';'22';'35.2';'31.2';'22.3';'18.8';'30.5';'23.7';
'2013';'7';'2';'24.1';'29.7';'21.9';'0';'31.3';'23.2';'7.4';'32.1';'22.2';'.8';'31.2';'24.2';
'2013';'7';'3';'6.3';'31.8';'21.4';'0';'30.8';'22.6';'0';'31.1';'22.2';'2.8';'29';'24.3';
'2013';'7';'4';'7.5';'29.7';'21.8';'29.4';'29.4';'21';'.4';'27';'22.9';'.4';'26.9';'24.1';
'2013';'7';'5';'48.8';'29.5';'21.7';'3.2';'31';'21.4';'9.8';'30.8';'22';'21.6';'29.8';'22.7';
'2013';'7';'6';'5.1';'28.9';'21.8';'0';'31.4';'22.6';'0';'31.6';'22.3';'16';'29.7';'23.5';
'2013';'7';'7';'6.4';'29.7';'19.9';'0';'31';'23';'0';'30.6';'21.7';'10.4';'30.5';'22.6';
'2013';'7';'8';'1.3';'31.5';'21.5';'0';'32.6';'23.6';'0';'32.6';'22';'17.6';'31.5';'21.8';
'2013';'7';'9';'0';'31.9';'22.1';'0';'31.8';'23.2';'.2';'32.4';'22.1';'0';'32';'24.3';
'2013';'7';'10';'3.3';'30.5';'21.5';'2.8';'31.2';'22';'0';'31.9';'22.2';'0';'31.3';'25.4';
'2013';'7';'11';'2.2';'28.8';'21.5';'0';'28.8';'23.2';'0';'33.1';'22.9';'5.8';'30.5';'24.2';
'2013';'7';'12';'43.4';'31.6';'21.4';'0';'32';'23.2';'4.2';'31.6';'21.1';'50';'31';'22.5';
'2013';'7';'13';'0';'31.7';'21.9';'0';'32';'23.8';'0';'33';'22.7';'0';'32.2';'24.1';
'2013';'7';'14';'0';'31.1';'21.5';'39.4';'29.6';'21.6';'10.4';'31.3';'21.2';'0';'30.1';'25.3';
'2013';'7';'15';'0';'30.5';'21.9';'0';'30.8';'22';'0';'31.7';'21.7';'1';'31';'23.9';
'2013';'7';'16';'0';'30.3';'21.9';'0';'30';'23.4';'0';'32.9';'21.7';'0';'31.4';'24.3';
'2013';'7';'17';'0';'31.8';'21.8';'2.4';'30.4';'22';'3.2';'32.6';'21.9';'7.4';'30.6';'22.3';
'2013';'7';'18';'0';'32';'22.5';'0';'31.6';'23';'0';'32.2';'21.3';'0';'32.4';'23.9';
'2013';'7';'19';'0';'32.1';'21.2';'0';'32';'23.8';'0';'32.5';'21.9';'0';'32.7';'24.2';
'2013';'7';'20';'9.8';'31.7';'22.2';'0';'30.2';'23.2';'0';'31.1';'22.3';'0';'32.3';'25';
'2013';'7';'21';'19.4';'30.3';'21.7';'37.4';'30.4';'22';'20.6';'31.6';'22';'2.6';'30.5';'24.4';
'2013';'7';'22';'0';'31.7';'21.9';'0';'31.6';'22';'0';'31.7';'21.3';'0';'31.5';'23.4';
'2013';'7';'23';'0';'28.1';'21.5';'0';'29.4';'23.2';'.2';'31.4';'22.3';'0';'32.4';'23.6';
'2013';'7';'24';'4.4';'30.5';'21.9';'4.4';'31';'22.4';'2';'32.2';'21.6';'37';'30.3';'20.3';
'2013';'7';'25';'34.4';'30.3';'21.3';'0';'31.2';'22.8';'35.8';'29';'21.1';'9.6';'28.8';'24';
'2013';'7';'26';'39.3';'31.1';'21.5';'4.6';'31';'21.8';'19.6';'30.2';'21';'7.6';'29.8';'23.4';
'2013';'7';'27';'0';'31.1';'22.5';'0';'31.4';'21.8';'6.4';'31';'21.9';'14.8';'28.9';'21.6';
'2013';'7';'28';'0';'30.5';'22';'0';'32';'23';'1.4';'31.3';'22.7';'0';'30.6';'22.1';
'2013';'7';'29';'10.6';'30.2';'21.3';'3.5';'30.2';'21.2';'4.4';'29.8';'21';'.2';'29.5';'23';
'2013';'7';'30';'0';'31.3';'21.9';'0';'31.4';'22.6';'2.2';'32.2';'21';'0';'31.4';'23.1';
'2013';'7';'31';'0';'31.3';'21.5';'0';'31.8';'22.8';'0';'32.5';'21.7';'.4';'31';'23.6';
'2013';'8';'1';'0';'31.7';'21.9';'0';'31.6';'22.4';'0';'32.7';'22.1';'0';'31.6';'24.6';
'2013';'8';'2';'0';'32.2';'22.4';'0';'32.2';'23.2';'0';'32.9';'21.8';'1.6';'32.8';'24.7';
'2013';'8';'3';'0';'32.1';'22.5';'0';'31.1';'23.4';'0';'31.7';'22.3';'0';'32.4';'24.8';
'2013';'8';'4';'1';'32.7';'21.5';'0';'32';'23.9';'.2';'33.2';'22.6';'3.8';'32.9';'24.8';
'2013';'8';'5';'0';'32.7';'22';'0';'33.2';'24.8';'0';'33.4';'22.3';'0';'32.9';'24.7';
'2013';'8';'6';'10';'30.5';'21.5';'1';'32.4';'23';'.4';'32.1';'22.5';'7.2';'29.9';'24.1';
'2013';'8';'7';'15.6';'30.1';'21.5';'28.9';'31';'22';'13.2';'32.2';'22.3';'.2';'31.1';'24.4';
'2013';'8';'8';'3';'31.5';'21.5';'.3';'31.5';'22';'0';'32.4';'22.7';'0';'31.3';'24.9';
'2013';'8';'9';'0';'32.4';'21.8';'0';'32';'23.4';'0';'32.6';'22.6';'0';'31.5';'24.6';
'2013';'8';'10';'2.4';'31.9';'22.3';'0';'32.4';'23.6';'0';'32.9';'22.7';'6';'32';'24';
'2013';'8';'11';'2.6';'32.5';'22.5';'0';'32';'23.7';'0';'33.2';'22.4';'.2';'32.2';'25.8';
'2013';'8';'12';'0';'31.4';'22.2';'0';'32.3';'23.5';'.4';'32.6';'22.2';'0';'32.5';'24.7';
'2013';'8';'13';'0';'32.2';'22.8';'0';'32.4';'23.2';'0';'33.3';'22.6';'0';'32.4';'24.4';
'2013';'8';'14';'0';'31.5';'22.5';'0';'32.2';'23.6';'0';'33.9';'22.1';'0';'32.8';'24.5';
'2013';'8';'15';'2';'31.7';'21.5';'0';'33.2';'24.7';'0';'32.8';'23.3';'1';'32.4';'23.7';
'2013';'8';'16';'11.2';'30.3';'21.8';'39';'31.7';'22.5';'0';'30.9';'22.8';'0';'29.1';'24.6';
'2013';'8';'17';'20.6';'28.1';'21.5';'7';'31';'22.4';'12.6';'30.4';'21.9';'16.4';'29.5';'22.6';
'2013';'8';'18';'68.8';'30.4';'21.2';'0';'31.6';'23';'7.2';'31';'22';'16.2';'29.5';'23.1';
'2013';'8';'19';'10.5';'30.5';'21.9';'0';'31.8';'22.9';'.2';'31.7';'22.8';'.6';'31.1';'24';
'2013';'8';'20';'4.6';'31.1';'22.9';'3.5';'31.5';'22.4';'2.8';'32.2';'22.2';'14.2';'31.7';'22.8';
'2013';'8';'21';'0';'30.9';'22.3';'0';'31.9';'22.8';'0';'32.4';'22.2';'.2';'32.1';'25';
'2013';'8';'22';'0';'32.3';'22.2';'0';'32.4';'23';'.2';'32.4';'21.9';'0';'32.4';'25.3';
'2013';'8';'23';'0';'31.4';'21.5';'0';'32.3';'23.1';'0';'33.4';'21.3';'.2';'33.3';'24.1';
'2013';'8';'24';'0';'31';'22.9';'1';'31.8';'22.8';'0';'33';'21.9';'5.2';'32';'23.7';
'2013';'8';'25';'0';'31.7';'22.6';'.2';'32.2';'23';'0';'32.7';'22.1';'0';'31.8';'25.9';
'2013';'8';'26';'0';'32.3';'22.9';'0';'32.6';'22.6';'0';'32.9';'23.1';'0';'32.9';'24.4';
'2013';'8';'27';'0';'31.9';'22.7';'0';'33.2';'25';'0';'34';'22.7';'.2';'32';'24.3';
'2013';'8';'28';'6.9';'29.3';'21.7';'5.1';'31.7';'21';'25';'30.1';'21.4';'17.6';'27.7';'21.3';
'2013';'8';'29';'52.9';'28.1';'21.5';'9.2';'31';'22.6';'6.8';'30.5';'21.1';'33.4';'29.6';'21.5';
'2013';'8';'30';'21.5';'30.5';'21.1';'19.6';'31.4';'22.4';'29.8';'30.1';'20';'16.2';'30.4';'21.1';
'2013';'8';'31';'6.8';'30.7';'21.6';'0';'31.6';'22.2';'2';'32';'21.6';'6.4';'29.5';'22.5';
'2013';'9';'1';'0';'31.7';'21.9';'0';'32';'23';'.2';'32.3';'22';'.6';'32.4';'21.9';
'2013';'9';'2';'0';'32.4';'22.9';'0';'31.8';'22.6';'0';'32.8';'21.8';'0';'32.7';'24.8';
'2013';'9';'3';'0';'31.2';'22';'0';'31.2';'22.3';'2.6';'31.7';'23';'27.6';'30.4';'23.3';
'2013';'9';'4';'0';'32.1';'22.9';'0';'32.4';'22.6';'0';'32.4';'22.9';'2.2';'32.2';'23.5';
'2013';'9';'5';'0';'31.2';'22.8';'0';'32.2';'23';'0';'32.9';'22.1';'2.2';'32.4';'25.2';
'2013';'9';'6';'0';'32.3';'23';'0';'32.6';'23.4';'0';'32.8';'23';'0';'31.9';'24.9';
'2013';'9';'7';'5.2';'32.1';'21.9';'0';'31.8';'23.4';'0';'33.4';'22.6';'22.6';'31.4';'21.2';
'2013';'9';'8';'0';'31.8';'22.7';'9.6';'31.8';'22.4';'.8';'31.8';'22.6';'8.8';'31.8';'23.9';
'2013';'9';'9';'0';'31.5';'22.4';'2.4';'32.2';'22.7';'1.2';'31.5';'22.7';'0';'29.3';'24.7';
'2013';'9';'10';'0';'32.1';'22.9';'7.4';'32.4';'22.4';'0';'33.7';'22.2';'0';'31.6';'23.5';
'2013';'9';'11';'0';'32';'22.9';'0';'32.4';'23';'0';'33.7';'22.4';'0';'33';'24.7';
'2013';'9';'12';'2.2';'30.3';'21.3';'1.2';'30.3';'23.1';'2.4';'27.4';'23.3';'0';'30.2';'24.9';
'2013';'9';'13';'2.7';'32.1';'21.5';'23';'31.4';'23';'22.8';'31.8';'21.8';'17.6';'30.7';'23.2';
'2013';'9';'14';'0';'31.4';'22.8';'0';'32';'22.2';'0';'32.6';'22.4';'0';'33';'25.4';
'2013';'9';'15';'0';'31.6';'22.6';'1.6';'31.6';'22.6';'0';'32.8';'22';'.4';'32.7';'26';
'2013';'9';'16';'0';'32.5';'22.9';'.6';'32';'22.6';'0';'33.3';'23';'0';'33.5';'24.7';
'2013';'9';'17';'1';'32.5';'22.9';'0';'32.8';'23';'0';'34.9';'23';'10.4';'33.2';'25.3';
'2013';'9';'18';'0';'31.3';'22.9';'1.6';'32.2';'22.8';'0';'33.2';'22.8';'0';'32.2';'26.1';
'2013';'9';'19';'0';'32.5';'22.4';'0';'32';'23.4';'0';'32.7';'22.6';'0';'32.4';'25.4';
'2013';'9';'20';'0';'32.1';'22.5';'0';'32.2';'23';'0';'33.5';'22.4';'0';'32.9';'25.1';
'2013';'9';'21';'1.2';'31.9';'22.9';'0';'32.4';'22.9';'8.4';'33.6';'21.2';'0';'32.4';'24.9';
'2013';'9';'22';'0';'32.4';'22.9';'0';'32.4';'24';'.2';'33.7';'22.7';'0';'33.6';'24.9';
'2013';'9';'23';'0';'32.7';'23';'0';'32.6';'23';'0';'34';'22.5';'0';'33.3';'25.8';
'2013';'9';'24';'0';'32.4';'22.9';'0';'32.6';'23.2';'0';'33.6';'22.7';'0';'33.7';'25.9';
'2013';'9';'25';'1.6';'32.9';'22.9';'0';'32';'22.6';'0';'34.1';'22.1';'0';'33.5';'26.4';
'2013';'9';'26';'0';'32.1';'22.5';'0';'33.2';'24.2';'0';'33.6';'21.9';'0';'34.6';'24.9';
'2013';'9';'27';'0';'33.5';'23.1';'0';'33.3';'24.4';'5.2';'33.9';'22.3';'0';'33.8';'24.5';
'2013';'9';'28';'0';'32.1';'22.9';'0';'32';'23.6';'4.6';'33.5';'22.3';'0';'33.1';'24.8';
'2013';'9';'29';'0';'33.4';'22.4';'0';'33.4';'24';'5.4';'33.8';'23';'0';'34.5';'24.7';
'2013';'9';'30';'1';'32.1';'22.9';'0';'33.6';'23.6';'5.4';'33.3';'23.4';'0';'31';'26';
'2013';'10';'1';'0';'32.9';'22.9';'0';'33.2';'24.6';'0';'33.4';'23.9';'19.8';'32.6';'23.3';
'2013';'10';'2';'0';'32.5';'22.9';'0';'33.2';'24';'0';'34.4';'22.6';'0';'34';'24.9';
'2013';'10';'3';'0';'32.2';'23';'0';'32.9';'23.5';'0';'34.1';'22.7';'0';'33.8';'26';
'2013';'10';'4';'0';'32.6';'22.9';'0';'33.2';'23.4';'0';'34.7';'21.6';'0';'33.5';'26.3';
'2013';'10';'5';'0';'33.1';'22.8';'0';'32.8';'22.4';'0';'35';'21.6';'0';'34.2';'25.1';
'2013';'10';'6';'0';'32.5';'22.9';'0';'33.5';'24.2';'0';'35';'22.3';'0';'33.9';'24.8';
'2013';'10';'7';'0';'33.4';'23.3';'0';'33.2';'23.2';'0';'35.3';'23';'0';'34.2';'25.6';
'2013';'10';'8';'0';'33.3';'23.3';'0';'33.4';'23.4';'0';'35.1';'22.5';'.2';'33.2';'23.9';
